UF_alag,Município,Registro,Protocolo,COBRADE,Status,População,DH_Mortos,DH_Feridos,DH_Enfermos,DH_Desabrigados,DH_Desalojados,DH_Desaparecidos,DH_Outros Afetados,DM_Unidades Habitacionais Danificadas,DM_Unidades Habitacionais Destruídas,DM_Unidades Habitacionais Valor,DM_Instalações públicas de saúde Danificadas,DM_Instalações públicas de saúde Destruídas,DM_Instalações públicas de saúde Valor,DM_Instalações públicas de ensino Danificadas,DM_Instalações públicas de ensino Destruídas,DM_Instalações públicas de ensino Valor,DM_Instalações públicas prestadoras de outros serviços Danificadas,DM_Instalações públicas prestadoras de outros serviços Destruídas,DM_Instalações públicas prestadoras de outros serviços Valor,DM_Instalações públicas de uso comunitário Danificadas,DM_Instalações públicas de uso comunitário Destruídas,DM_Instalações públicas de uso comunitário Valor,DM_Obras de infraestrutura pública Danificadas,DM_Obras de infraestrutura pública Destruídas,DM_Obras de infraestrutura pública Valor,DA_Poluição ou contaminação da água,DA_Poluição ou contaminação do ar,DA_Poluição ou contaminação do solo,DA_Diminuição ou exaurimento hídrico,"DA_Incêndios em parques, APA's ou APP's","PEPL_Assistência médica, saúde pública e atendimento de emergências médicas (R$)",PEPL_Abastecimento de água potável (R$),PEPL_Esgoto de águas pluviais e sistema de esgotos sanitários (R$),PEPL_Sistema de limpeza urbana e de recolhimento e destinação do lixo (R$),PEPL_Sistema de desinfestação/desinfecção do habitat/controle de pragas e vetores (R$),PEPL_Geração e distribuição de energia elétrica (R$),PEPL_Telecomunicações (R$),"PEPL_Transportes locais, regionais e de longo curso (R$)","PEPL_Distribuição de combustíveis, especialmente os de uso doméstico (R$)",PEPL_Segurança pública (R$),PEPL_Ensino (R$),PEPR_Agricultura (R$),PEPR_Pecuária (R$),PEPR_Indústria (R$),PEPR_Comércio (R$),PEPR_Serviços (R$),Date,Municipio,UF_chuva,precipitacao_diaria
SP,Ibiúna,14/03/2023,SP-F-3519709-12300-20230212,12300 - Alagamentos,Registro,71228,0,0,0,0,59,0,0,19,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-03-14,IBIÚNA,,
SP,Itaberá,09/02/2023,SP-F-3521705-12300-20230207,12300 - Alagamentos,Registro,17861,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-02-09,ITABERÁ,,
SP,Charqueada,10/02/2023,SP-F-3511706-12300-20230202,12300 - Alagamentos,Registro,15086,0,0,0,0,5,0,0,4,0,150000.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-02-10,CHARQUEADA,,
SP,Cajamar,26/01/2023,SP-F-3509205-12300-20230126,12300 - Alagamentos,Registro,64113,0,0,0,0,320,0,0,320,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-01-26,CAJAMAR,,
RJ,Vassouras,24/01/2023,RJ-F-3306206-12300-20230123,12300 - Alagamentos,Registro,34439,0,0,0,0,0,0,19,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,MAIS DE 20%,,MAIS DE 20%,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-01-24,VASSOURAS,,
RJ,Vassouras,23/01/2023,RJ-F-3306206-12300-20230120,12300 - Alagamentos,Registro,34439,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-01-23,VASSOURAS,,
SP,Pacaembu,19/01/2023,SP-F-3534906-12300-20230119,12300 - Alagamentos,Registro,12934,0,0,0,0,28,0,0,6,0,1700.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-01-19,PACAEMBU,,
SP,Ibiúna,15/03/2023,SP-F-3519709-12300-20230117,12300 - Alagamentos,Registro,71228,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-03-15,IBIÚNA,,
SP,Ibiúna,15/03/2023,SP-F-3519709-12300-20230113,12300 - Alagamentos,Registro,71228,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-03-15,IBIÚNA,,
RJ,Valença,13/01/2023,RJ-F-3306107-12300-20230109,12300 - Alagamentos,Registro,71894,0,0,0,0,25,0,0,50,0,100000.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-01-13,VALENÇA,,
RJ,Arraial do Cabo,27/02/2023,RJ-F-3300258-12300-20230106,12300 - Alagamentos,Registro,27770,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-02-27,ARRAIAL DO CABO,RJ,0.0
SP,Ibiúna,09/03/2023,SP-F-3519709-12300-20230106,12300 - Alagamentos,Registro,71228,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-03-09,IBIÚNA,,
SP,Ibiúna,07/03/2023,SP-F-3519709-12300-20230105,12300 - Alagamentos,Registro,71228,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-03-07,IBIÚNA,,
SP,Ibiúna,08/03/2023,SP-F-3519709-12300-20230104,12300 - Alagamentos,Registro,71228,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-03-08,IBIÚNA,,
RJ,Macuco,29/12/2024,RJ-F-3302452-12300-20241228,12300 - Alagamentos,Registro,5269,0,0,0,0,3,0,20,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-12-29,MACUCO,,
RJ,Vassouras,10/01/2025,RJ-F-3306206-12300-20241223,12300 - Alagamentos,Registro,34439,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-01-10,VASSOURAS,,
RJ,Vassouras,10/01/2025,RJ-F-3306206-12300-20241222,12300 - Alagamentos,Registro,34439,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-01-10,VASSOURAS,,
SP,Francisco Morato,06/11/2024,SP-F-3516309-12300-20241106,12300 - Alagamentos,Registro,154538,0,0,0,0,8,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-06,FRANCISCO MORATO,,
RJ,Sapucaia,16/02/2024,RJ-F-3305406-12300-20240129,12300 - Alagamentos,Registro,17504,0,0,0,0,0,0,33,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-02-16,SAPUCAIA,,
RJ,Magé,29/01/2024,RJ-F-3302502-12300-20240128,12300 - Alagamentos,Registro,228150,0,0,0,0,0,0,285,80,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-01-29,MAGÉ,,
RJ,Magé,22/01/2024,RJ-F-3302502-12300-20240121,12300 - Alagamentos,Registro,228150,0,0,0,0,0,0,26,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-01-22,MAGÉ,,
RJ,Vassouras,22/01/2024,RJ-F-3306206-12300-20240121,12300 - Alagamentos,Registro,34439,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,MAIS DE 20%,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-01-22,VASSOURAS,,
RJ,Magé,15/01/2024,RJ-F-3302502-12300-20240113,12300 - Alagamentos,Registro,228150,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-01-15,MAGÉ,,
RJ,Nilópolis,04/01/2024,RJ-F-3303203-12300-20240103,12300 - Alagamentos,Registro,157483,0,0,0,0,2,0,30,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-01-04,NILÓPOLIS,,
RJ,Comendador Levy Gasparian,10/04/2025,RJ-F-3300951-12300-20250409,12300 - Alagamentos,Registro,8183,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-10,COMENDADOR LEVY GASPARIAN,,
SP,Santa Bárbara D`Oeste,07/02/2025,SP-F-3545803-12300-20250203,12300 - Alagamentos,Reconhecido,180148,0,0,0,3,812,0,0,203,0,0.0,0,0,0.0,2,0,0.0,2,0,4200000.0,0,0,0.0,9,0,4400000.0,,,,MAIS DE 20%,,0.0,3700000.0,450000.0,134000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-07,SANTA BÁRBARA D`OESTE,,
SP,Terra Roxa,10/02/2025,SP-F-3554409-12300-20250201,12300 - Alagamentos,Registro,8505,0,0,0,19,0,0,0,9,0,20000.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,400000.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-10,TERRA ROXA,,
SP,Diadema,28/02/2025,SP-F-3513801-12300-20250131,12300 - Alagamentos,Não reconhecido,386039,0,0,0,0,0,0,42,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-28,DIADEMA,,
RJ,Miracema,17/01/2025,RJ-F-3303005-12300-20250104,12300 - Alagamentos,Registro,26829,0,0,0,0,0,0,500,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-01-17,MIRACEMA,,
